Borough,Latitude,Longitude,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,Mean Bathrooms,County,Event Date Crimes,Event Ending Date Crimes,Event Report Date Crimes,Description Crimes,Attempt Complete Crimes,Level of Offense Crimes,Borough Crimes,Latitude Crimes,Longitude Crimes,Crimes Distance,BlockCode Census,Latitude Census,Longitude Census,County Census,Borough Census,TotalPop Census,Men Census,Women Census,Hispanic Census,White Census,Black Census,Native Census,Asian Census,Citizen Census,Income Census,IncomeErr Census,IncomePerCap Census,IncomePerCapErr Census,Poverty Census,ChildPoverty Census,Professional Census,Service Census,Office Census,Construction Census,Production Census,Drive Census,Carpool Census,Transit Census,Walk Census,OtherTransp Census,WorkAtHome Census,MeanCommute Census,Employed Census,PrivateWork Census,PublicWork Census,SelfEmployed Census,FamilyWork Census,Unemployment Census,Census Distance
MANHATTAN,40.72831,-73.97883900000002,15,6,1,0,1,0,0,2.4347826086956523,NEW YORK,11/22/2015,11/22/2015,11/22/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.72843286,-73.97876842,0.014904534724536449,36061002800.0,40.7264824121,-73.9776633166,NEW YORK,MANHATTAN,7240.0,3442.0,3798.0,48.0,23.7,13.7,0.0,12.3,5079.0,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069.0,73.7,15.8,10.5,0.0,12.0,0.22615205141287428
MANHATTAN,40.725867,-73.979327,27,4,4,0,0,0,0,2.1714285714285717,NEW YORK,11/18/2015,11/19/2015,11/20/2015,THEFT-FRAUD,COMPLETED,FELONY,MANHATTAN,40.72579248,-73.9791553,0.01667882023078107,36061002800.0,40.7264824121,-73.9776633166,NEW YORK,MANHATTAN,7240.0,3442.0,3798.0,48.0,23.7,13.7,0.0,12.3,5079.0,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069.0,73.7,15.8,10.5,0.0,12.0,0.15605304194677583
MANHATTAN,40.726284,-73.978533,13,4,0,0,0,0,0,2.4705882352941178,NEW YORK,12/8/2015,,12/11/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.72637978,-73.97872217,0.01917731784274865,36061002800.0,40.7264824121,-73.9776633166,NEW YORK,MANHATTAN,7240.0,3442.0,3798.0,48.0,23.7,13.7,0.0,12.3,5079.0,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069.0,73.7,15.8,10.5,0.0,12.0,0.07655878012845481
MANHATTAN,40.716686,-73.980463,0,220,0,0,0,0,20,1.7272727272727273,NEW YORK,12/21/2015,,12/21/2015,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,40.71681459,-73.98038822,0.015630819507800736,36061001200.0,40.7151758794,-73.98241206029999,NEW YORK,MANHATTAN,3755.0,1907.0,1848.0,29.3,41.7,2.9,0.0,23.7,2808.0,41705.0,19643.0,38772.0,5397.0,17.6,6.9,54.7,18.7,20.8,1.9,3.9,6.1,1.8,54.6,26.7,8.2,2.6,30.7,1709.0,75.5,14.6,9.8,0.0,5.5,0.2349785961142368
MANHATTAN,40.717218,-73.980174,0,207,0,0,0,0,1,2.0966183574879227,NEW YORK,12/20/2015,12/20/2015,12/21/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.71735526,-73.98009586,0.016627999500153617,36061002201.0,40.718944723633335,-73.98135678393332,NEW YORK,MANHATTAN,6861.0,3245.0,3616.0,42.7,15.6,15.4,0.0,23.8,5536.0,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016.0,83.1,9.0,7.9,0.0,13.0,0.21640492831467867
MANHATTAN,40.717567,-73.979986,0,226,0,0,0,0,21,1.7300884955752212,NEW YORK,11/30/2015,,11/30/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,40.71754737,-73.97999479,0.0023057662624042328,36061002201.0,40.718944723633335,-73.98135678393332,NEW YORK,MANHATTAN,6861.0,3245.0,3616.0,42.7,15.6,15.4,0.0,23.8,5536.0,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016.0,83.1,9.0,7.9,0.0,13.0,0.1919334117019443
MANHATTAN,40.717891,-73.979824,0,124,0,0,0,0,0,2.0161290322580645,NEW YORK,12/31/2015,12/31/2015,12/31/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.71803315,-73.97974574,0.017132630470690004,36061002201.0,40.718944723633335,-73.98135678393332,NEW YORK,MANHATTAN,6861.0,3245.0,3616.0,42.7,15.6,15.4,0.0,23.8,5536.0,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016.0,83.1,9.0,7.9,0.0,13.0,0.17445579976133507
MANHATTAN,40.717891,-73.979824,0,206,0,0,0,2,1,2.0961538461538463,NEW YORK,12/31/2015,12/31/2015,12/31/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.71803315,-73.97974574,0.017132630470690004,36061002201.0,40.718944723633335,-73.98135678393332,NEW YORK,MANHATTAN,6861.0,3245.0,3616.0,42.7,15.6,15.4,0.0,23.8,5536.0,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016.0,83.1,9.0,7.9,0.0,13.0,0.17445579976133507
MANHATTAN,40.717567,-73.979986,0,124,0,0,0,0,0,2.0161290322580645,NEW YORK,11/30/2015,,11/30/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,40.71754737,-73.97999479,0.0023057662624042328,36061002201.0,40.718944723633335,-73.98135678393332,NEW YORK,MANHATTAN,6861.0,3245.0,3616.0,42.7,15.6,15.4,0.0,23.8,5536.0,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016.0,83.1,9.0,7.9,0.0,13.0,0.1919334117019443
BROOKLYN,40.661524,-73.917424,88,25,12,0,0,1,56,0.9047619047619048,KINGS,11/16/2015,11/16/2015,11/16/2015,VEHICLE AND TRAFFIC LAWS,COMPLETED,MISDEMEANOR,BROOKLYN,40.66130378,-73.91735705,0.02513797069667981,36047089400.0,40.66203517585,-73.91592964819999,KINGS,BROOKLYN,3751.0,1736.0,2015.0,9.5,3.0,86.2,0.0,1.0,2159.0,43159.0,5305.0,17375.0,3801.0,27.9,40.7,31.5,34.3,16.4,4.4,13.5,16.4,7.0,68.3,6.9,0.0,1.5,50.8,1471.0,72.7,18.4,8.8,0.0,12.5,0.13831374398553764
BRONX,40.837558,-73.916927,121,0,0,0,0,1,98,0.20491803278688525,BRONX,12/24/2015,,12/27/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.83739248,-73.91645168,0.044033167590909784,36005022102.0,40.838417085450004,-73.91592964819999,BRONX,BRONX,5010.0,2303.0,2707.0,77.2,1.5,17.6,0.0,0.4,2144.0,18664.0,2947.0,9696.0,1359.0,49.7,66.5,5.1,49.5,15.8,12.1,17.6,14.9,0.5,76.4,3.0,2.0,3.1,39.7,1600.0,85.9,10.6,3.6,0.0,20.5,0.12718127290410108
BROOKLYN,40.678249,-73.883607,38,2,59,0,0,1,25,1.41,KINGS,4/1/2014,,4/2/2014,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,40.67829787,-73.88377442,0.015132658753659552,36047116800.0,40.67824120603333,-73.88216080400001,KINGS,BROOKLYN,1579.0,800.0,779.0,51.0,2.8,41.8,0.0,4.4,692.0,31983.0,12924.0,14593.0,2714.0,38.3,51.9,16.9,38.9,16.9,18.2,9.1,14.2,8.8,73.4,2.8,0.6,0.1,43.7,681.0,83.3,8.8,7.9,0.0,3.7,0.12199649553589557
BRONX,40.836252,-73.914551,0,19,39,0,0,1,5,1.305084745762712,BRONX,9/25/2015,,9/28/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,40.83599971,-73.91481997,0.03605317746178146,36005017901.0,40.8350251256,-73.91592964819999,BRONX,BRONX,4661.0,2218.0,2443.0,69.1,1.1,24.2,3.8,1.9,2630.0,21376.0,4131.0,12459.0,2129.0,44.3,65.3,22.0,31.4,15.3,9.7,21.6,12.6,0.0,68.0,10.6,2.5,6.3,39.7,1870.0,71.0,13.4,15.6,0.0,15.7,0.17911852391625632
BROOKLYN,40.593993,-73.994804,110,57,0,0,0,1,100,0.4226190476190476,KINGS,9/11/2015,9/11/2015,9/11/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.59380327,-73.99461837,0.02629031378775022,36047030200.0,40.595326633175006,-73.99032663314999,KINGS,BROOKLYN,4355.0,2249.0,2106.0,8.1,29.5,0.6,0.0,61.1,2662.0,60370.0,15348.0,25458.0,3876.0,15.8,16.8,37.4,25.1,15.4,6.2,15.8,21.3,8.3,62.2,4.8,1.3,2.1,47.5,1873.0,84.9,12.5,2.1,0.5,11.9,0.4062138805607634
BROOKLYN,40.709262,-73.954477,16,8,4,0,0,1,0,1.862068965517241,KINGS,10/11/2015,10/11/2015,10/11/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.70922075,-73.954525,0.006118105718042104,36047052700.0,40.707826633175,-73.953128140675,KINGS,BROOKLYN,6705.0,3397.0,3308.0,70.5,19.0,3.6,0.0,3.9,4265.0,32022.0,7106.0,20287.0,2581.0,38.3,67.3,40.4,28.5,22.9,2.3,5.9,5.2,2.1,70.2,11.3,5.2,5.9,32.4,3120.0,83.3,8.8,7.9,0.0,14.1,0.1960220076745548
BROOKLYN,40.710085,-73.953387,16,7,3,1,1,1,0,1.862068965517241,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.02528382646916496,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.20869109540140043
BROOKLYN,40.710041,-73.95321700000002,13,9,0,2,0,0,0,1.9583333333333333,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.010226521908669458,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.20758726964312627
BROOKLYN,40.710038,-73.953264,14,5,4,4,0,0,0,2.074074074074074,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.013721333285107952,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.2093464043585754
BROOKLYN,40.709997,-73.953102,11,8,3,1,0,1,0,2.583333333333333,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.0007192164373318095,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.20897058920574363
BROOKLYN,40.709995,-73.953142,15,8,6,0,0,1,6,1.5666666666666669,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.002662318497083273,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.21024699182065687
BROOKLYN,40.709948,-73.953019,14,6,2,1,0,1,0,2.625,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.009445302131975109,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.21215760355065486
BROOKLYN,40.709912,-73.952867,24,7,0,3,0,1,5,1.9428571428571428,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.022603390873576962,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.21296012644998064
BROOKLYN,40.709904,-73.952896,16,5,1,2,0,0,0,2.583333333333333,KINGS,1/5/2015,12/5/2015,12/5/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70999696,-73.95311053,0.020834823610033918,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.2143548275703448
BROOKLYN,40.709849,-73.952694,12,5,2,2,0,1,0,1.818181818181818,KINGS,11/18/2015,11/25/2015,11/30/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.70972492,-73.95236047,0.03132566901979352,36047051300.0,40.7117839196,-73.9523366834,KINGS,BROOKLYN,4458.0,1953.0,2505.0,37.0,52.0,0.8,0.0,6.3,3229.0,66951.0,10960.0,38738.0,4373.0,14.6,39.4,58.9,13.7,21.0,3.2,3.2,7.7,0.0,70.5,11.9,1.3,8.6,33.6,3068.0,81.4,9.6,9.1,0.0,5.0,0.21731911566665388
BROOKLYN,40.709571,-73.951948,18,1,2,1,0,0,0,1.9090909090909087,KINGS,12/15/2015,12/15/2015,12/15/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.7094364,-73.951596,0.033241320313513005,36047052700.0,40.707826633175,-73.953128140675,KINGS,BROOKLYN,6705.0,3397.0,3308.0,70.5,19.0,3.6,0.0,3.9,4265.0,32022.0,7106.0,20287.0,2581.0,38.3,67.3,40.4,28.5,22.9,2.3,5.9,5.2,2.1,70.2,11.3,5.2,5.9,32.4,3120.0,83.3,8.8,7.9,0.0,14.1,0.21805314149074076
BROOKLYN,40.710718,-73.95756999999998,20,4,2,2,0,1,0,1.827586206896552,KINGS,11/18/2015,11/18/2015,11/18/2015,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BROOKLYN,40.71067935,-73.95747095,0.009392831352495091,36047052300.0,40.711407035166665,-73.9591959799,KINGS,BROOKLYN,5670.0,2732.0,2938.0,56.1,33.0,1.2,0.5,6.4,4199.0,43076.0,6571.0,28717.0,4272.0,17.4,16.1,42.0,19.9,29.1,1.6,7.4,4.9,0.5,76.0,9.0,3.6,5.9,33.2,3285.0,81.4,7.9,10.7,0.0,4.3,0.15706036902561393
BROOKLYN,40.709289,-73.953665,16,4,6,2,0,1,5,1.862068965517241,KINGS,12/12/2015,,12/12/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,40.70925606,-73.95357995,0.00805281675794958,36047052700.0,40.707826633175,-73.953128140675,KINGS,BROOKLYN,6705.0,3397.0,3308.0,70.5,19.0,3.6,0.0,3.9,4265.0,32022.0,7106.0,20287.0,2581.0,38.3,67.3,40.4,28.5,22.9,2.3,5.9,5.2,2.1,70.2,11.3,5.2,5.9,32.4,3120.0,83.3,8.8,7.9,0.0,14.1,0.16883987131881195
BROOKLYN,40.703921,-73.927362,0,0,2,0,0,0,0,0.25,KINGS,12/24/2015,,12/24/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.70388741,-73.92726947,0.008650762259593653,36047042700.0,40.7038693467,-73.92701005024999,KINGS,BROOKLYN,5609.0,3052.0,2557.0,69.8,16.7,7.3,0.2,4.4,2401.0,47055.0,5523.0,19636.0,2914.0,39.6,67.5,29.4,25.9,15.9,10.2,18.5,5.6,1.3,69.9,13.5,6.3,3.4,36.3,3047.0,85.7,4.5,9.5,0.3,12.6,0.030228212692389175
BRONX,40.854869,-73.91431700000003,49,3,0,0,0,0,52,0.0,BRONX,12/25/2015,,12/25/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.85474299,-73.91437304,0.014787785341739,36005024502.0,40.8553768844,-73.9127638191,BRONX,BRONX,3619.0,1796.0,1823.0,70.6,0.7,28.7,0.0,0.0,1718.0,25605.0,10156.0,11275.0,2133.0,54.5,75.5,10.8,51.2,23.9,12.0,2.1,7.1,1.6,62.5,15.5,3.3,10.1,39.4,1463.0,84.2,11.6,4.2,0.0,15.3,0.14235849742805806
BRONX,40.839984,-73.88223599999998,75,86,157,0,0,1,51,1.4357366771159874,BRONX,12/13/2015,12/13/2015,12/13/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,40.84013463,-73.88209667,0.020449457862002394,36005035900.0,40.840301507533326,-73.8832160804,BRONX,BRONX,1960.0,1029.0,931.0,70.4,0.0,27.3,0.0,1.8,1102.0,22250.0,7615.0,13681.0,2185.0,44.4,56.2,14.7,36.8,22.6,10.3,15.6,24.4,1.4,50.8,13.1,2.0,8.2,45.0,699.0,77.5,16.0,6.4,0.0,23.1,0.08971667424865673
BRONX,40.814412,-73.88836500000002,46,29,32,0,0,1,25,1.3148148148148149,BRONX,12/13/2015,12/13/2015,12/13/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,BRONX,40.81423345,-73.88832740000002,0.020110740206888456,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.6110111594304132
QUEENS,40.604317,-73.75295899999998,67,68,320,0,0,2,47,1.6411378555798688,QUEENS,12/28/2015,12/28/2015,12/28/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,40.60426709,-73.75285237,0.010578457731864556,36081103201.0,40.608140703516675,-73.7560552764,QUEENS,QUEENS,7161.0,2931.0,4230.0,35.1,0.5,56.7,0.0,6.9,3415.0,40399.0,9629.0,14370.0,2626.0,30.9,44.6,13.3,45.4,17.5,12.0,11.9,26.4,4.4,56.5,5.6,5.3,1.8,52.4,3051.0,83.6,9.4,7.0,0.0,12.8,0.4992531509904131
QUEENS,40.675556,-73.777336,158,0,0,0,0,1,58,0.6415094339622641,QUEENS,11/11/2015,11/11/2015,11/11/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,QUEENS,40.67532186,-73.77714001,0.030848154243265643,36081033402.0,40.6752946550909,-73.77202832342726,QUEENS,QUEENS,13061.0,4381.0,8680.0,4.8,1.5,91.9,0.0,0.9,10303.0,45991.0,10015.0,25751.0,2558.0,10.0,14.4,27.3,23.3,30.2,2.9,16.3,41.9,2.2,41.2,7.5,0.0,7.2,48.8,6508.0,65.8,27.3,6.9,0.0,9.1,0.448689002211204
BROOKLYN,40.677103,-73.95723100000002,0,0,0,0,4,0,1,0.75,KINGS,9/13/2015,,9/13/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.67727844,-73.95797895,0.06604291402958662,36047030500.0,40.677185929640004,-73.95835175877998,KINGS,BROOKLYN,5951.0,2731.0,3220.0,14.8,38.5,37.9,0.4,6.5,4773.0,65701.0,15104.0,34188.0,2353.0,19.3,19.3,55.6,16.2,21.4,1.6,5.2,6.8,1.7,79.2,3.5,6.5,2.3,42.0,3686.0,78.7,13.5,7.9,0.0,7.0,0.09499174526270066
BRONX,40.849086,-73.887946,0,0,85,0,0,1,43,0.9767441860465116,BRONX,11/25/2015,11/25/2015,11/25/2015,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BRONX,40.84893746,-73.88815709,0.024257431200525068,36005037300.0,40.848592964833344,-73.8895477387,BRONX,BRONX,5463.0,2482.0,2981.0,63.4,2.1,32.3,0.0,1.1,2925.0,29033.0,3052.0,13102.0,1510.0,37.3,53.1,21.4,39.8,20.7,4.4,13.6,21.0,6.3,60.7,6.3,1.7,4.0,45.0,1893.0,76.7,18.3,5.0,0.0,13.6,0.14549849745642884
BRONX,40.849329,-73.890233,0,0,71,0,0,1,36,0.9722222222222222,BRONX,11/1/2015,11/2/2015,11/2/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,40.84940875,-73.89018045,0.009911423161595288,36005037300.0,40.848592964833344,-73.8895477387,BRONX,BRONX,5463.0,2482.0,2981.0,63.4,2.1,32.3,0.0,1.1,2925.0,29033.0,3052.0,13102.0,1510.0,37.3,53.1,21.4,39.8,20.7,4.4,13.6,21.0,6.3,60.7,6.3,1.7,4.0,45.0,1893.0,76.7,18.3,5.0,0.0,13.6,0.10013411789588178
BRONX,40.831924,-73.889337,0,0,83,0,0,1,42,0.9761904761904762,BRONX,12/6/2015,,12/7/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,40.83195161,-73.88936368,0.0038043584039801383,36005015500.0,40.83389447235,-73.8906030151,BRONX,BRONX,3178.0,1319.0,1859.0,80.6,0.5,17.1,0.0,1.1,1642.0,21136.0,2778.0,10488.0,1925.0,51.7,64.2,13.5,39.7,27.5,6.5,12.8,17.5,1.7,72.7,7.4,0.6,0.0,45.0,844.0,84.6,9.2,5.2,0.9,31.1,0.24370042990608337
MANHATTAN,40.782043,-73.94978,139,0,0,0,0,0,0,2.870503597122302,NEW YORK,12/18/2015,12/21/2015,12/21/2015,BURGLARY,COMPLETED,FELONY,MANHATTAN,40.78216888,-73.95008071,0.028939397460988007,36061015400.0,40.78150753766668,-73.94969849243334,NEW YORK,MANHATTAN,14693.0,6340.0,8353.0,12.4,69.8,4.1,0.0,9.3,11087.0,80803.0,14490.0,56872.0,6487.0,9.2,5.1,65.7,7.5,22.1,0.4,4.3,4.6,3.9,67.1,14.5,4.9,5.0,37.9,8558.0,84.1,7.4,8.5,0.0,6.8,0.05995370479623101
MANHATTAN,40.782965,-73.950061,241,163,0,0,0,1,84,1.1827160493827158,NEW YORK,7/31/2015,10/31/2015,12/15/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.78279723,-73.94962165,0.04144220054132458,36061015400.0,40.78150753766668,-73.94969849243334,NEW YORK,MANHATTAN,14693.0,6340.0,8353.0,12.4,69.8,4.1,0.0,9.3,11087.0,80803.0,14490.0,56872.0,6487.0,9.2,5.1,65.7,7.5,22.1,0.4,4.3,4.6,3.9,67.1,14.5,4.9,5.0,37.9,8558.0,84.1,7.4,8.5,0.0,6.8,0.16496329794037384
MANHATTAN,40.782097,-73.94868199999998,107,0,0,0,0,1,0,2.6944444444444446,NEW YORK,12/9/2015,12/9/2015,12/9/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.78201184,-73.94873396,0.01043439199926675,36061015400.0,40.78150753766668,-73.94969849243334,NEW YORK,MANHATTAN,14693.0,6340.0,8353.0,12.4,69.8,4.1,0.0,9.3,11087.0,80803.0,14490.0,56872.0,6487.0,9.2,5.1,65.7,7.5,22.1,0.4,4.3,4.6,3.9,67.1,14.5,4.9,5.0,37.9,8558.0,84.1,7.4,8.5,0.0,6.8,0.10783498909450359
MANHATTAN,40.81165900000001,-73.95067900000002,71,0,45,0,0,1,57,0.8632478632478633,NEW YORK,12/18/2015,,12/18/2015,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,40.81175191,-73.9508605,0.018446349257074494,36061021500.0,40.812412060300005,-73.9507537688,NEW YORK,MANHATTAN,3756.0,1728.0,2028.0,21.1,14.2,61.4,0.0,2.2,1948.0,33477.0,7115.0,17403.0,2553.0,28.3,28.4,31.8,27.2,32.1,2.3,6.7,7.0,0.0,71.9,10.2,3.4,7.5,31.2,1410.0,75.9,16.7,7.4,0.0,9.6,0.08399893852345666
BRONX,40.808346,-73.91413100000003,5,3,8,0,0,0,0,2.375,BRONX,12/7/2015,12/7/2015,12/7/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.80837359,-73.91410758,0.003647660467390857,36005002702.0,40.80675879395,-73.91434673364999,BRONX,BRONX,4778.0,2427.0,2351.0,71.3,1.6,26.2,0.0,0.0,2365.0,17147.0,7165.0,8911.0,1450.0,52.7,63.1,15.2,46.4,25.0,1.7,11.6,5.1,3.0,83.6,7.1,0.7,0.5,44.0,1559.0,75.0,14.0,11.0,0.0,10.6,0.17747649358439513
BRONX,40.80836,-73.914099,28,11,33,1,0,0,0,2.3698630136986303,BRONX,12/7/2015,12/7/2015,12/7/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.80837359,-73.91410758,0.0016753395923233018,36005002702.0,40.80675879395,-73.91434673364999,BRONX,BRONX,4778.0,2427.0,2351.0,71.3,1.6,26.2,0.0,0.0,2365.0,17147.0,7165.0,8911.0,1450.0,52.7,63.1,15.2,46.4,25.0,1.7,11.6,5.1,3.0,83.6,7.1,0.7,0.5,44.0,1559.0,75.0,14.0,11.0,0.0,10.6,0.17931896393809438
